country,ccodealp,year,wdi_internet,wdi_gdpcapcon2015,undp_hdi,vdem_libdem,ti_cpi,freedom_score,freedom_status
Ukraine,UKR,2012-01-01,35.27,2426.92944335938,0.789,0.257,26.0,73,0
Ukraine,UKR,2013-01-01,40.9541,2432.41625976563,0.789,0.25,25.0,72,0
Ukraine,UKR,2014-01-01,46.236,2308.6435546875,0.788,0.212,26.0,67,2
Ukraine,UKR,2015-01-01,48.8846,2094.47387695313,0.778,0.224,27.0,63,2
Ukraine,UKR,2016-01-01,53.001,2156.0830078125,0.78,0.236,29.0,62,2
Ukraine,UKR,2017-01-01,58.8895,2217.7529296875,0.785,0.24,30.0,55,2
Ukraine,UKR,2018-01-01,62.5532,2308.6669921875,0.784,0.245,32.0,55,2
Ukraine,UKR,2019-01-01,70.1248,2398.07836914063,0.789,0.313,30.0,56,2
Ukraine,UKR,2020-01-01,75.0379,2324.107421875,0.783,0.323,33.0,61,2
Ukraine,UKR,2021-01-01,79.2183,2426.6123046875,0.772,0.321,32.0,62,2
Ukraine,UKR,2022-01-01,82.6753,1874.66296386719,0.772,0.234,33.0,59,2
Egypt,EGY,2011-01-01,25.6,3222.3765011185624,0.68,0.124,38.0,46,2
Egypt,EGY,2012-01-01,26.4,3220.991942030666,0.689,0.16,32.0,41,2
Egypt,EGY,2013-01-01,29.4,3216.378390262898,0.695,0.097,32.0,40,2
Egypt,EGY,2014-01-01,33.8946,3235.662462352572,0.699,0.085,37.0,40,2
Egypt,EGY,2015-01-01,37.8194,3306.981594141408,0.706,0.095,36.0,39,1
Egypt,EGY,2016-01-01,41.2481,3381.222463062068,0.713,0.123,34.0,37,1
Egypt,EGY,2017-01-01,44.9502,3452.909612455395,0.72,0.116,32.0,32,1
Egypt,EGY,2018-01-01,46.9243,3568.639662861614,0.728,0.113,35.0,28,1
Egypt,EGY,2019-01-01,57.2829,3701.244634518797,0.736,0.121,35.0,26,1
Egypt,EGY,2020-01-01,71.9142,3770.869478674215,0.736,0.121,33.0,26,1
Egypt,EGY,2021-01-01,72.056,3837.3199232444736,0.738,0.122,33.0,26,1
Egypt,EGY,2022-01-01,72.1981,4029.782954579785,0.751,0.129,30.0,27,1
Uzbekistan,UZB,2012-01-01,23.6,2395.8403675572827,0.692,0.037,17.0,23,1
Uzbekistan,UZB,2013-01-01,26.8,2530.6844789870347,0.698,0.037,17.0,22,1
Uzbekistan,UZB,2014-01-01,35.5,2659.990750952732,0.703,0.038,18.0,21,1
Uzbekistan,UZB,2015-01-01,42.8,2803.190180217509,0.707,0.036,19.0,22,1
Uzbekistan,UZB,2016-01-01,46.7913,2918.677258529029,0.714,0.038,21.0,21,1
Uzbekistan,UZB,2017-01-01,48.7,2995.767614377434,0.719,0.052,22.0,23,1
Uzbekistan,UZB,2018-01-01,55.2,3108.161878611196,0.725,0.066,23.0,25,1
Uzbekistan,UZB,2019-01-01,70.4,3259.369646324937,0.73,0.077,25.0,26,1
Uzbekistan,UZB,2020-01-01,71.1,3249.051910940178,0.723,0.085,26.0,27,1
Uzbekistan,UZB,2021-01-01,76.5904,3442.724844503404,0.727,0.081,28.0,28,1
Uzbekistan,UZB,2022-01-01,83.9,3576.715527160536,0.737,0.08,31.0,27,1
Zambia,ZMB,2014-01-01,6.5,1299.0124176250413,0.559,0.384,38.0,57,2
Zambia,ZMB,2015-01-01,8.8,1295.877886800678,0.565,0.368,38.0,60,2
Zambia,ZMB,2016-01-01,10.3,1303.5751386913284,0.565,0.33,38.0,62,2
Zambia,ZMB,2017-01-01,12.2,1308.7682924008554,0.57,0.293,37.0,59,2
Zambia,ZMB,2018-01-01,14.3,1321.250457115733,0.575,0.294,35.0,58,2
Zambia,ZMB,2019-01-01,18.7,1301.181329761778,0.578,0.305,34.0,58,2
Zambia,ZMB,2020-01-01,24.5,1228.7350011319488,0.578,0.293,33.0,59,2
Zambia,ZMB,2021-01-01,32.5,1269.1082180889516,0.574,0.339,33.0,59,2
Zambia,ZMB,2022-01-01,15.0,1298.8480495593024,0.589,0.439,33.0,58,2
